"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 10- 31","306.33","310.52","311.51","305.81","69.93K","-0.85%"
"2023- 10- 30","308.95","307.10","310.09","307.01","95.85K","0.14%"
"2023- 10- 27","308.53","309.68","310.43","307.24","92.93M","0.25%"
"2023- 10- 26","307.75","311.36","312.37","307.75","110.77M","-2.76%"
"2023- 10- 25","316.49","319.26","319.59","316.30","91.22M","-0.61%"
"2023- 10- 24","318.43","317.34","318.63","311.77","93.26M","0.93%"
"2023- 10- 23","315.50","317.43","318.30","315.09","89.16M","-0.77%"
"2023- 10- 20","317.96","319.45","320.18","316.28","112.71M","-1.49%"
"2023- 10- 19","322.76","324.75","325.08","322.40","115.71M","-1.84%"
"2023- 10- 18","328.82","326.32","329.06","326.12","134.13M","0.45%"
"2023- 10- 17","327.35","325.70","328.26","325.01","88.46M","1.26%"
"2023- 10- 16","323.29","324.10","326.00","321.32","93.10M","-0.76%"
"2023- 10- 13","325.77","326.11","327.33","325.43","91.78M","-0.94%"
"2023- 10- 12","328.85","326.89","328.85","326.89","108.82M","1.27%"
"2023- 10- 11","324.74","323.96","327.26","323.95","119.11M","1.76%"
"2023- 10- 10","319.11","322.97","324.85","319.06","128.82M","0.05%"
"2023- 10- 06","318.94","319.27","320.67","318.44","87.54M","0.11%"
"2023- 10- 05","318.58","321.46","321.71","318.46","104.52M","-0.27%"
"2023- 10- 04","319.45","322.61","322.61","318.88","149.16M","-2.22%"
"2023- 09- 27","326.71","325.05","327.50","324.73","81.60M","-0.06%"
"2023- 09- 26","326.90","331.51","331.56","326.63","90.03M","-1.41%"
"2023- 09- 25","331.58","331.40","332.65","330.10","84.40M","-0.13%"
"2023- 09- 22","332.02","329.90","332.59","329.11","87.03M","-0.31%"
"2023- 09- 21","333.04","336.73","337.54","333.01","96.33M","-1.69%"
"2023- 09- 20","338.75","338.54","339.87","337.57","104.35M","-0.02%"
"2023- 09- 19","338.82","341.50","342.18","338.21","96.05M","-0.54%"
"2023- 09- 18","340.67","342.98","344.39","340.51","100.51M","-1.25%"
"2023- 09- 15","344.98","341.56","346.29","341.02","159.76M","1.11%"
"2023- 09- 14","341.19","337.34","341.19","336.64","121.38M","1.55%"
"2023- 09- 13","335.99","335.83","337.61","334.67","106.78M","0.13%"
"2023- 09- 12","335.54","338.51","338.81","335.28","94.68M","-0.60%"
"2023- 09- 11","337.58","336.52","337.62","335.33","112.57M","0.35%"
"2023- 09- 08","336.40","336.29","336.66","333.92","79.83M","-0.10%"
"2023- 09- 07","336.74","336.93","338.02","335.08","88.39M","-0.33%"
"2023- 09- 06","337.85","339.66","340.48","337.36","91.71M","-0.72%"
"2023- 09- 05","340.29","340.15","341.45","339.25","82.75M","-0.21%"
"2023- 09- 04","341.02","339.10","341.02","337.60","96.70M","0.81%"
"2023- 09- 01","338.28","334.11","338.95","334.07","119.77M","1.05%"
"2023- 08- 31","334.75","335.38","336.06","333.39","146.25M","-0.06%"
"2023- 08- 30","334.94","337.11","337.69","334.94","89.26M","0.35%"
"2023- 08- 29","333.76","333.57","334.46","332.70","88.52M","0.37%"
"2023- 08- 28","332.53","332.10","332.67","330.87","95.14M","0.69%"
"2023- 08- 25","330.25","329.31","331.40","328.66","82.42M","-1.07%"
"2023- 08- 24","333.82","333.14","334.04","332.14","105.02M","1.42%"
"2023- 08- 23","329.15","328.95","330.22","327.87","87.58M","-0.17%"
"2023- 08- 22","329.70","331.65","332.53","328.69","93.98M","0.26%"
"2023- 08- 21","328.84","329.45","331.09","328.30","100.07M","0.13%"
"2023- 08- 18","328.42","326.90","330.65","326.24","119.16M","-0.55%"
"2023- 08- 17","330.23","329.63","330.43","325.74","117.99M","-0.32%"
"2023- 08- 16","331.28","333.69","334.17","330.54","126.66M","-1.50%"
"2023- 08- 14","336.33","338.58","339.52","335.28","125.09M","-0.78%"
"2023- 08- 11","338.98","341.88","343.03","338.80","128.91M","-0.43%"
"2023- 08- 10","340.46","339.69","340.46","339.09","164.73M","-0.34%"
"2023- 08- 09","341.61","339.00","342.38","338.45","115.52M","1.08%"
"2023- 08- 08","337.95","342.12","342.62","337.25","127.77M","-0.51%"
"2023- 08- 07","339.68","339.60","343.18","339.46","117.86M","-0.46%"
"2023- 08- 04","341.25","341.60","342.72","340.62","118.84M","-0.08%"
"2023- 08- 03","341.54","344.80","345.05","340.10","169.19M","-0.66%"
"2023- 08- 02","343.80","349.10","349.74","343.25","173.99M","-2.05%"
"2023- 08- 01","351.00","347.35","351.23","346.56","171.25M","1.56%"
"2023- 07- 31","345.62","346.50","347.18","344.72","168.15M","0.46%"
"2023- 07- 28","344.03","343.55","344.34","341.31","197.32M","-0.21%"
"2023- 07- 27","344.76","341.64","345.50","340.58","238.86M","1.23%"
"2023- 07- 26","340.56","345.18","345.42","339.53","296.54M","-1.26%"
"2023- 07- 25","344.92","345.78","346.27","342.93","200.89M","0.17%"
"2023- 07- 24","344.32","341.98","345.87","340.67","151.45M","0.56%"
"2023- 07- 21","342.39","339.19","342.39","337.45","130.85M","0.21%"
"2023- 07- 20","341.67","341.37","343.29","340.62","116.38M","-0.42%"
"2023- 07- 19","343.11","345.61","345.69","341.78","123.78M","-0.08%"
"2023- 07- 18","343.38","346.49","346.98","342.90","131.14M","-0.69%"
"2023- 07- 17","345.75","345.38","346.98","344.74","150.89M","-0.34%"
"2023- 07- 14","346.93","343.49","346.93","342.90","155.04M","1.70%"
"2023- 07- 13","341.13","341.60","343.01","341.10","154.06M","0.49%"
"2023- 07- 12","339.46","336.82","339.46","336.15","185.30M","0.72%"
"2023- 07- 11","337.02","333.47","337.02","332.91","147.28M","1.87%"
"2023- 07- 10","330.84","331.82","333.60","330.39","116.84M","-0.22%"
"2023- 07- 07","331.57","334.79","334.79","330.33","134.89M","-1.38%"
"2023- 07- 06","336.20","338.19","338.88","335.55","146.37M","-0.84%"
"2023- 07- 05","339.04","341.47","342.82","338.93","130.51M","-0.75%"
"2023- 07- 04","341.59","343.54","343.88","341.42","103.85M","-0.43%"
"2023- 07- 03","343.08","340.26","343.50","340.07","98.77M","1.52%"
"2023- 06- 30","337.95","337.56","338.98","335.04","103.95M","0.46%"
"2023- 06- 29","336.39","338.46","340.34","336.39","105.44M","-0.60%"
"2023- 06- 28","338.41","341.38","341.60","337.60","96.69M","-0.56%"
"2023- 06- 27","340.32","340.42","340.45","338.65","97.62M","-0.02%"
"2023- 06- 26","340.38","338.38","340.78","337.62","101.45M","0.57%"
"2023- 06- 23","338.45","341.95","342.21","338.21","100.44M","-0.78%"
"2023- 06- 22","341.12","338.52","341.56","338.46","103.39M","0.49%"
"2023- 06- 21","339.44","341.48","342.03","338.98","126.95M","-0.92%"
"2023- 06- 20","342.58","341.98","343.02","341.15","157.40M","-0.16%"
"2023- 06- 19","343.13","344.36","344.55","341.98","120.26M","-0.59%"
"2023- 06- 16","345.17","345.09","345.35","343.13","153.59M","0.58%"
"2023- 06- 15","343.19","345.93","346.58","342.72","117.11M","-0.42%"
"2023- 06- 14","344.65","346.49","346.88","343.69","124.56M","-0.50%"
"2023- 06- 13","346.39","346.92","347.46","345.38","119.45M","0.53%"
"2023- 06- 12","344.57","347.54","348.18","343.70","115.93M","-0.64%"
"2023- 06- 09","346.79","344.28","347.42","343.34","139.70M","1.18%"
"2023- 06- 08","342.75","342.16","342.75","340.48","155.26M","-0.14%"
"2023- 06- 07","343.22","344.76","345.63","343.03","115.84M","-0.20%"
"2023- 06- 05","343.91","344.89","344.95","343.04","117.54M","0.36%"
"2023- 06- 02","342.67","340.57","342.68","340.12","97.31M","1.36%"
"2023- 06- 01","338.08","338.36","339.61","337.29","96.81M","-0.31%"
"2023- 05- 31","339.12","341.55","342.51","339.04","191.23M","-0.70%"
"2023- 05- 30","341.50","340.53","341.74","339.73","130.05M","1.30%"
"2023- 05- 26","337.11","336.87","338.06","335.89","106.71M","0.52%"
"2023- 05- 25","335.35","337.72","338.20","334.98","94.20M","-0.34%"
"2023- 05- 24","336.49","335.36","337.32","335.09","95.15M","-0.18%"
"2023- 05- 23","337.09","337.32","338.54","336.37","88.88M","0.24%"
